TIC ID,Period (days),Predicted Mass (M_Earth),Stellar Teff (K),Stellar Radius (R_Sun),Stellar Mass (M_Sun),Stellar log(g) (cm/s2),Stellar Distance (pc),TESS mag
271900960.00 ,13.45913,43.64,6457.7,1.38,1.46,4.43,104.344,8.2606
250386181.00 ,1.470258,59.14,6321.46,1.05111,1.247,4.1984,167.306,9.89377
382391899.00 ,1.955093156,114.5,5400,0.873417974,0.969,4.53926,184.848,11.0529
328350926.00 ,0.8490649,317,5624.7,1.44,0.99,,87.4715,8.300901
29960109.00 ,2.49221,3.55,3450,0.45,0.443322,4.78,37.8932,11.2003
9858404.00 ,0.39149,28.51,6216.1,2.25,1.254,3.73,142.401,8.00006
38541473.00 ,6.06134412,317,5949.2,1.537150025,1.13,,321.882,10.7706
178155732.00 ,5.973912449,6.32,6308.31,1.284500003,1.24,4.438,31.964,5.9053
178155732.00 ,3.58529,3.82,6308.31,1.28,1.24,4.438,31.964,5.9053
178155732.00 ,11.23046048,4.97,6308.31,1.284500003,1.24,4.438,31.964,5.9053
219379012.00 ,1.5464949,13.52,5973.5,1.14,1,3.89,167.009,10.231
1129033.00 ,1.36002828,113.76,5500,0.933974981,0.991,4.48298,105.166,9.62713
219388773.00 ,1.571151,9.03,4752.8,0.982066,0.76,4.37,106.507,10.6793
35857242.00 ,3.6344447,317,6272,1.42,1.25,4.25771,414.234,11.3161
259701242.00 ,2.48548,2.21,5928,0.96,1.1,4.48,64.4827,8.235
120896927.00 ,4.755973679,3.63,5175.2,0.841841996,0.88,4.37657,44.8155,8.3157
120896927.00 ,17.18072136,5.47,5175.2,0.841841996,0.88,4.37657,44.8155,8.3157
257567854.00 ,3.532822,110.08,6153,1.25,1.17,4.34152,317.652,11.185
166833457.00 ,2.962640198,107.4,5473,0.718635023,0.97,4.60845,281.742,12.3943
176984236.00 ,1.7560902,44.56,6249,1.29,,4.28,266.9,10.5683
153065527.00 ,13.17572943,4.51,3349,0.388608992,0.378565,4.94138,31.0597,11.2828
153065527.00 ,6.614911016,2.16,3349,0.388608992,0.378565,4.94138,31.0597,11.2828
349518800.00 ,2.1654694,120.83,5830,1.86,1.24,4.26,959.461,12.7862
176778112.00 ,1.33679,7.84,5600,0.98,1,4.43748,109.991,9.6114
167754523.00 ,6.7992776,1.34,4913.8,0.73,0.82,4.54,53.3027,9.1536
206466531.00 ,1.42744,48.08,6000.2,1.33,1.27,4.36,223.145,10.0081
100990000.00 ,9.573070636,5.94,6101,1.116719961,1.17,4.38774,62.7792,7.757
100990000.00 ,4.040413036,3.02,6101,1.116719961,1.17,4.38774,62.7792,7.757
7624182.00 ,1.1097378,317,8666,3.13,2.26,3.80083,460.728,8.7929
170634116.00 ,3.662391781,317,6600,1.485319972,1.54,4.20892,246.69,9.6757
325680697.00 ,1.82488,317,5773.74,1.23,1.035,3.51,115.124,9.15779
152476657.00 ,3.611262058,121.6,6450,1.684430003,1.36,4.03776,381.174,10.5831
49899799.00 ,7.0114,317,6084.8,1.82,1.263,4.01,131.962,8.28222
339733013.00 ,5.62162,12,5834.2,1.27,1.07,4.24,186.807,10.0793
178284730.00 ,2.235986455,118.92,5260,0.844379008,0.924,4.51363,117.598,10.3074
279251651.00 ,0.403842579,2.68,4119.1,0.555,0.549943,4.73,42.76,10.5886
408159788.00 ,2.300698,21.14,5747.3,0.85,0.982,4.57,145.407,10.6152
94986319.00 ,16.06752202,20.6,5718,0.860123992,0.92,4.35658,74.7969,9.2711
94986319.00 ,5.197685836,4.38,5718,0.860123992,0.92,4.35658,74.7969,9.2711
117979455.00 ,0.633337174,18.49,5999,1.346549988,1.106,4.22,124.504,8.96
43647325.00 ,3.161569701,317,6072,1.097740054,1.135,4.41,202.218,10.4408
117979694.00 ,0.99114,5.16,5059,0.75,0.845,4.61,103.69,10.5094
169532369.00 ,3.60364,317,6896.7,1.62,1.47,4.17,631.385,11.5781
189013224.00 ,1.32050371,5.32,5731,0.989260018,1.023,4.46,113.59,9.59689
70914192.00 ,0.6090253,317,5271.7,1.02,0.952,4.34,151.054,10.361
117979850.00 ,0.6333315,32.34,5713,2.35,1.042,3.67,121.888,7.82829
259592689.00 ,,75.99,5216,0.95,0.89,4.43,120.218,10.1672
459942762.00 ,0.58644,5.68,5997.7,1,1.13,,66.5727,8.2482
31374837.00 ,12.46100864,10.82,4891,0.726631999,0.8,4.62,32.5686,8.1705
31374837.00 ,0.490058941,2.78,4891,0.726631999,0.8,4.62,32.5686,8.1705
38686737.00 ,2.24704,317,6846,1.2,1.42,4.23,746.646,12.6038
188989177.00 ,1.17409,317,8242,3.67,2.02,3.61,547.126,9.1414
78055054.00 ,4.388851647,125.96,5175,0.877856016,0.87,4.46488,362.273,12.8461
44647437.00 ,3.352906982,24.4,3978,0.672832012,0.632,4.438,165.285,12.9383
44745077.00 ,1.8756,10.49,3549.7,,0.383047,4.87,77.5383,13.0734
32499655.00 ,2.743902942,97.14,4860,0.885702014,0.79,4.438,446.035,13.5452
468880077.00 ,5.8123478,6.96,5210.8,0.8,0.89,4.58,72.4646,9.4464
13021029.00 ,3.855889981,317,6244.5,1.432559967,1.21,4.21,488.66,11.7231
143350972.00 ,1.0817,3.69,5759.2,1.02,1.03,4.45,49.3375,7.6818
316916655.00 ,2.87436,49.83,6805,1.44,1.472,4.26,183.952,9.19901
70899085.00 ,4.0520368,21.79,3779,0.607751012,0.594367,4.64,52.616,10.7329
117979897.00 ,3.310669201,118.1,6030,1.351430058,1.118,4.22,516.543,12.0682
179034327.00 ,17.96350827,10.91,5229,0.794471025,0.85,4.55429,57.3973,9.0567
14091704.00 ,0.7649571,111.46,6307.9,1.65,1.21,3.97,176.617,9.1577
1449640.00 ,3.501802294,317,6383.9,1.668889999,1.29,4.03,674.155,11.921
14091633.00 ,5.52927431,317,6350,1.26396,1.3,4.34,126.177,8.8695
1528696.00 ,0.882062426,53.39,4669,0.782887995,0.74,4.52,308.262,13.1686
139528693.00 ,2.175172877,317,6291,2.062599897,1.23,3.9,754.258,11.8282
77951245.00 ,10.71486613,128.11,3054,0.422267,0.416374,4.438,53.5063,12.4258
257605131.00 ,16.36487304,14.68,5481,0.856226027,0.96,4.56,123.739,10.2666
257605131.00 ,1.858662423,4.4,5481,0.856226027,0.96,4.56,123.739,10.2666
257605131.00 ,9.191079151,7.89,5481,0.856226027,0.96,4.56,123.739,10.2666
139733308.00 ,4.763395242,74.68,5258,0.875509977,0.9,4.51,246.384,11.9012
452808876.00 ,2.70582,317,6441.6,2.1,1.304,3.91,275.664,9.538961
153077621.00 ,18.08260842,64.47,3321,0.296000004,0.287,4.95373,78.7806,9.441
98796344.00 ,5.358775952,2.68,3562,0.275952995,0.249439,4.97389,6.86929,8.84294
77228304.00 ,0.336826,5.26,5780,1,0.114299,4.438,39.4781,15.7298
89256802.00 ,1.175983449,46.35,3054,0.512880981,0.51064,5.08962,,13.741
64071894.00 ,17.52883465,8.75,5164,0.829518974,0.84,4.5371,76.6986,9.6438
38603673.00 ,4.4291275,62.16,6559.17,2.08,1.36,3.95184,286.94,9.5473
9804616.00 ,0.516834685,317,3274,0.273,0.591222,4.9794,210.988,14.1118
4646810.00 ,10.9245478,4.28,4884,0.744130015,0.8,4.49,45.5621,8.8723
420049884.00 ,4.10750116,19.9,5205,1.300549984,,4.45924,205.366,10.6573
176831592.00 ,2.53405,317,6497.8,1.65,1.33,4.17,187.812,9.1013
398733009.00 ,0.818567173,16.17,31000,0.18,0.47,5.59998,2220.36,15.61
270380593.00 ,3.836161905,31.15,4910,0.847379982,0.811,4.60108,122.066,10.7307
4616072.00 ,4.187615382,125.97,6675,1.23732996,1.38,4.20094,772.11,12.8893
20178111.00 ,1.734422,16.62,5890,0.94,1.06,4.48757,151.504,10.2767
33521996.00 ,3.32527029,91.33,3724,0.596800983,0.585471,4.68255,169.318,13.3383
33692729.00 ,13.63080241,12.37,6114,1.005280018,0.91,4.5101,68.192,8.7615
37770169.00 ,12.19145583,19.32,5418,0.840970993,0.862,4.57259,130.46,10.6995
47911178.00 ,3.585707607,317,6400,1.345559955,1.277,4.34435,201.224,9.79059
52280468.00 ,0.5682596,317,3294,0.5,0.500534,4.438,,12.3123
52640302.00 ,1.573284841,317,5400,1.095389962,1,4.38782,369.926,12.0506
59843967.00 ,2.516725716,111.07,5403,0.982638001,0.91,4.50146,416.459,12.7632
100608026.00 ,8.2617663,6.1,4105,0.619400024,0.62,4.60015,58.7502,10.8835
156987351.00 ,3.0629874,317,7691,2.05,1.71,4.11671,244.897,8.8742
170102285.00 ,2.944428364,109.35,5150,0.887269974,0.84,4.55754,207.49,11.7583
172464366.00 ,2.921685,317,6332,1.37266,1.117,4.26074,344.517,11.0913
306362738.00 ,2.781737864,107.82,5600,1.02094996,0.989,4.4291,194.553,10.8164
317548889.00 ,6.865958244,8.34,6212.63,1.500040054,1.2,4.438,54.5306,6.7799
339672028.00 ,10.3311544,98.9,5760,1.73,1.04,3.97699,179.366,9.3935
365639282.00 ,10.8717,77.8,3692,0.488,0.555463,4.78092,173.8201,13.084
393414358.00 ,4.378080652,317,5570,1.792240024,1.02,4.01069,290.684,10.439
427348923.00 ,4.728681,59.82,4425,0.9,0.692,4.57,149.953,11.6888
427352241.00 ,1.2667147,52.47,6084,1.87,1.42,4.28965,282.205,9.9955
260708537.00 ,1.7447021,0.22,3445,0.43,0.421238,4.85243,15.2142,9.36854
31852980.00 ,24.33232076,7.91,5450,1.0083,,4.40968,,9.8542
31852980.00 ,7.4144729,5.61,5450,,,4.40968,,9.8542
452866790.00 ,1.197995928,1.47,3332,0.354528993,0.33944,4.91528,27.3644,11.1972
455096220.00 ,3.646661205,116.63,6096,1.356719971,1.18,4.21513,506.965,11.8997
455135327.00 ,2.8106006,317,6304,1.34,1.254,4.35913,213.985,9.93908
468987719.00 ,3.3326807,317,5645,1.11,1.01,4.37683,528.825,12.7656
17746821.00 ,3.1220237,126.54,6280,1.73,1.25,4.08133,515.458,11.3155
19025965.00 ,5.9444406,16.14,4383,0.81,0.648,4.56546,107.355,11.4479
19519368.00 ,1.7018818,4.5,4985,0.8,0.83,4.67,89.9559,10.0854
22529346.00 ,1.2749246,317,6459,1.52,1.45,4.24006,269.898,10.056
88977253.00 ,2.767691,317,6717.03,1.54739,1.46,4.2,791.384,12.33
108645766.00 ,2.974175,14.24,3333,0.302,0.288049,4.94824,56.336,13.2312
121338379.00 ,0.27511869,14.73,6218,1.32273,1.351,4.26662,188.364,9.58094
123702439.00 ,8.5334865,16.04,5997,0.97,1.21,4.45722,158.659,10.1374
134200185.00 ,0.548155112,2.23,4590,0.751824975,0.7,4.50961,47.3924,9.4022
134537478.00 ,1.7100122,317,5720,1.51,1.06,4.16816,250.121,10.3887
172193428.00 ,2.941269391,58.29,5642,1.213559985,1.107,4.16735,215.387,10.3773
186812530.00 ,3.6773551,92.78,7887,1.68,1.835,4.28126,255.416,9.19813
219164808.00 ,1.6773063,317,6915,2.56,1.62,4.17618,425.719,9.6646
268644785.00 ,3.329464924,317,6003,1.522379994,1.33,4.16979,324.683,10.6815
274138511.00 ,2.774207,23.11,5280,0.945062,0.9,4.44454,267.292,10.4215
348538431.00 ,0.899467701,317,3338,0.505078018,0.503052,4.9469,110.884,13.2304
425206121.00 ,4.6117328,317,7346,1.67,1.7,4.14208,300.276,9.654
453211454.00 ,9.0588586,7.94,5560.26,0.96,0.98,4.438,48.9739,7.9259
453211454.00 ,21.40165441,9.3,5560.26,0.962324023,0.98,4.438,48.9739,7.9259
238086647.00 ,1.3523942,8.44,5915,1.29,1.07,4.1283,93.0994,8.4633
440777904.00 ,3.3552499,317,6373,1.42,1.25,4.27283,415.344,11.3072
119292328.00 ,7.188733213,2.94,5581,0.882674992,0.92,4.52166,67.3975,8.9767
119292328.00 ,20.2749388,3.71,5581,0.88,0.92,4.52166,67.3975,8.9767
431999925.00 ,1.445433,27.51,3266,0.269,0.432904,4.98546,190.2254,14.7095
366576758.00 ,11.39095559,86.76,5027,0.875935972,0.81,4.51935,475.758,13.6674
366622912.00 ,3.114891701,97.73,4973,0.749559999,0.82,4.438,442.813,13.7988
318937509.00 ,1.04855,78.11,3109,0.202,0.504545,5.06577,150.5,14.114
308307606.00 ,15.00263,65.29,5522,1.03562,0.94,4.39493,416.217,13.2361
264979636.00 ,17.87897,10.85,5596,1.13674,1.069,4.32233,159.814,10.1432
218795833.00 ,1.265244519,100.44,3225,0.35530901,0.34034,5.00457,115.557,14.4347
148479278.00 ,0.523613019,2.82,7450,1.529489994,1.66,4.33986,222.315,9.3777
27649847.00 ,1.5428518,4.65,3439,0.42,0.413895,4.97486,60.9425,12.4029
19451711.00 ,0.39785338,2.4,7381,1.862190008,1.681,4.438,111.179,7.3645
93125144.00 ,9.91102,42.24,4692,0.941705,0.79,4.29723,77.8471,9.6833
365690646.00 ,12.983175,26.9,6962.64,1.67983,1.511,4.14716,293.27,10.094
71512186.00 ,14.86080186,18.1,7064,1.622310042,1.284,4.22374,152.042,8.7784
200593988.00 ,7.699087,34.1,3617,0.45,0.464152,4.81052,70.9325,12.3069
148228019.00 ,18.08921029,317,7403,1.836859941,,4.13809,163.677,8.2488
403693875.00 ,3.524465,66.74,3965,0.613,0.628,4.68568,192.351,13.3675
438490744.00 ,1.665878,71.06,3021,0.172,0.214929,5.10725,63.0507,14.1396
387690507.00 ,6.387584167,53.89,3688,0.544768989,0.540526,4.78199,148.762,13.5287
302895996.00 ,0.567995,7.63,3462,0.368,0.377,4.88307,167.3049,13.8097
144700903.00 ,2.326811,28.29,3946,0.606,0.606938,4.69039,135.047,12.6785
309791156.00 ,19.57150877,14.7,4666.1,0.88568002,0.74,4.23,123.391,10.9621
281909674.00 ,4.035044438,105.64,5945,1.137069941,1.08,4.46721,1148.93,14.4266
280210963.00 ,2.82803915,317,5675,1.036739945,1.02,4.37342,1126.37,14.7971
234825296.00 ,9.243230294,317,5880,1.299810052,0.94,4.47813,844.061,13.8786
234112540.00 ,4.037901243,317,6100,1.272989988,1.21,4.28733,882.472,13.4831
237751146.00 ,1.669769041,18.51,3411,0.433512,0.428732,4.90948,133.21,14.1477
238004786.00 ,0.309601709,2.94,4836,0.813125014,0.8,4.44968,108.368,10.5958
200322593.00 ,1.239153364,0.86,3042,0.197117001,0.166161,4.438,14.0022,11.5045
143271144.00 ,1.353408418,317,4978,1.16766,0.86,4.438,1105.38,14.7117
49771092.00 ,1.631828232,92.03,5084,0.942521989,0.85,4.48093,939.127,14.8067
53593457.00 ,0.530893,30.91,3085,0.193,0.291869,5.0795,,15.0404
50618703.00 ,1.548354168,5.32,4665,0.663414001,0.66,4.67631,41.1166,9.6504
37168957.00 ,1.900086247,317,5440,0.934028029,0.97,4.41615,764.889,14.2465
36440357.00 ,9.201649642,118.92,6190,1.12270999,1.21,4.36651,726.412,13.1573
36352297.00 ,1.5089635,317,5950,1.29,1.26,4.32551,787.909,13.0501
42821097.00 ,3.897120261,119.77,6090,1.639500022,1.03,4.08625,790.663,13.1861
32830028.00 ,0.516278,18.05,3009,0.169,0.284217,5.10976,80.6542,14.2321
311183180.00 ,13.24981,317,5076,0.69,,4.71,62.0121,9.1073
311183180.00 ,10.043245,317,5076,0.670549,,4.71,62.0121,9.1073
192826603.00 ,2.647305125,79.63,3916,0.567866027,0.561044,4.71907,218.121,13.9143
44737596.00 ,2.788654032,67.92,3654,0.587105989,0.577439,4.438,194.964,13.8231
161477033.00 ,14.058151,7.21,5465,0.839854,0.91,4.57025,108.159,10.0614
161477033.00 ,11.92348194,5.87,5465,0.879477024,0.91,4.57025,108.159,10.0614
161477033.00 ,40.89051166,7.82,5465,0.879477024,0.91,4.57025,108.159,10.0614
407966340.00 ,7.0491693,8.62,6337.87,1.427170038,1.25,4.438,45.6181,6.4386
407966340.00 ,3.044028077,2.27,6337.87,1.427170038,1.25,4.438,45.6181,6.4386
170849515.00 ,1.941636568,94.77,3837,0.633668005,0.614735,4.72608,385.689,14.857
59003115.00 ,2.294185,4.98,5062,0.707445,0.844,4.62,146.905,11.3075
55488511.00 ,3.344903993,5.72,3883,0.573952973,0.566298,4.71022,75.9623,11.6434
207110080.00 ,14.57289854,120.33,6025.8,1.760949969,1.12,4,402.63,10.9923
209459275.00 ,6.9839072,101.3,5972,1.21,1.1,4.31,233.266,10.5704
101011575.00 ,6.3980642,7.39,4695,0.63,0.75,4.5,31.5666,8.5925
101011575.00 ,18.8792871,4.66,4695,0.63,0.75,4.5,31.5666,8.5925
377064495.00 ,10.7787735,7.98,5391,0.84,0.95,4.52526,85.799,9.5273
377064495.00 ,0.446569432,2.59,5391,0.840575993,0.95,4.52526,85.799,9.5273
377064495.00 ,16.35738526,5.3,5391,0.840575993,0.95,4.52526,85.799,9.5273
413248763.00 ,3.9306027,2.16,3505,0.36,0.34592,4.90573,9.44181,8.74094
405454160.00 ,731.9380939,35.2,5383,0.983025014,,4.42352,157.152,10.4397
1003831.00 ,1.651147059,48.99,5752,1.121960044,0.977,4.47122,199.581,10.6701
1103432.00 ,3.727891,317,6231,1.34077,1.13,4.26445,988.801,12.8283
1133072.00 ,0.846542,6.84,3380,0.325,0.493652,4.92521,83.5896,12.625
13349647.00 ,1.537364492,123.73,5959,0.959587991,1.08,4.4894,386.346,12.212
37575651.00 ,9.597197667,7.63,5780,,,4.438,305.676,8.2866
123482865.00 ,6.5562078,53.68,6845,1.47,1.04,4.36113,156.226,9.4727
126733133.00 ,1.4687087,29.01,5973,1.31,1.27,4.27298,193.468,10.027
270468559.00 ,4.6418368,111.7,5743,1.41,1.059,4.14093,405.238,11.5598
289535142.00 ,2.33827089,317,6621,1.17441,1.41,4.20742,660.815,12.54
296780789.00 ,13.5773456,317,3404,0.338,0.339,4.91079,88.3935,12.519
315002523.00 ,3.30239073,317,6071,1.91031003,1.16,3.93311,861.843,12.4257
386435344.00 ,19.37210506,317,6529,1.88186,1.323,4.00314,181.987,8.77728
408310006.00 ,5.4435354,42.34,6313,1.25,1.141,4.32632,114.173,8.86849
410094645.00 ,3.329754,317,7341,1.5,1.27,4.14244,680.747,12.4167
423275733.00 ,2.052868372,317,6010,1.709480047,1.1,4.13259,730.933,12.3368
238061845.00 ,1.6843068,128.37,4959.7,4.94,,,,9.6668
81419525.00 ,1.5498371,317,11159,1.58,2.92,4.51,346.494,9.5518
180987952.00 ,1.3891689,30.38,10585,1.84,2.74,4.35,434.207,9.5287
287474726.00 ,3.744200735,317,9988,4.23822,2.56,3.59,900.651,9.3994
131743355.00 ,6.5604227,87.66,10902,1.72,2.84,4.42,354.432,9.3761
74482749.00 ,1.260215134,317,9255,2.909889936,2.35,3.88,436.431,9.1103
190990336.00 ,5.547255,317,6118.1,1.66,1.34,4.29,157.612,8.9544
131979339.00 ,22.6384642,317,9511,2.42,2.42,4.05,253.02,8.2268
294090620.00 ,8.044238987,317,9333,2.041140079,2.523,,210.139,7.81307
130415266.00 ,39.4714,317,10416,,2.69,4.35,154.186,7.3123
412961700.00 ,2.518574502,317,10817,5.78884,,,390.393,6.725
270841724.00 ,18.90372,317,,,,,,10.441
146261607.00 ,8.4915117,317,9365,4.18,2.38,4.08,1219.08,10.1749
196286587.00 ,10.4137962,53.26,6439.3,1.97,1.3,4.12,358.441,10.1985
128463355.00 ,13.9086,317,6333,2.29,1.252,3.81,382.898,10.1078
146406806.00 ,13.94965858,68.25,,,,,992.63,10.3979
287329267.00 ,7.64348,37.61,6258.1,2.94,1.22,3.59,432.642,9.9959
144956678.00 ,1.513600345,52.53,6017,2.93328,1.11,3.55,388.682,9.9071
146208651.00 ,6.5224,52.6,4951.7,2.65,,3.55,253.619,9.796
81429971.00 ,3.042691973,317,8000,1,,,869.555,10.1356
145982812.00 ,0.82967,317,6991.1,2.65,2.56,3.83,618.602,10.4708
134396419.00 ,4.36539,16.34,9156.5,,,,829.726,10.2681
141363913.00 ,3.477756,88.99,6221,3.1,1.2,3.53,409.766,9.9223
175176327.00 ,11.10020458,317,10633,2.5065,2.75,4.08,613.411,10.0465
262746281.00 ,16.1798045,48.18,5900.8,1.63,1.072,4.04,205.924,9.74179
145027461.00 ,1.07242,317,5001.6,7.97,,,1006.54,10.4029
181304295.00 ,3.3840629,317,8265,2.12,,,508.905,10.4349
122262940.00 ,2.0034063,317,6514,2.27,1.44,4.03,431.861,10.2688
153651591.00 ,2.145632443,85.01,9389,2.80165,2.39,3.92,921.917,10.5259
186547153.00 ,1.1908287,130.93,7471.9,2.14,,4.09,500.647,10.1978
134404603.00 ,4.9699991,317,5759,1.19,1.03,4.3,144.623,9.836
80275202.00 ,3.6649528,317,7889,1.61,2.07,4.53,437.969,10.4989
154459165.00 ,3.1471655,24.32,4869,0.79,0.79,4.54,97.3234,10.4259
284738182.00 ,0.9136081,26.7,7126,1.5,1.59,4.29,292.623,10.1939
77527511.00 ,0.7784962,62.89,4949.2,2.19,,,221.016,9.94921
118021229.00 ,0.88501,34.66,5362,2.15,0.962,3.75,255.901,9.947331
190496853.00 ,4.6616079,317,7437,1.7,1.7,4.21,360.408,10.3015
145879095.00 ,2.8056739,317,,,,,862.802,9.9794
141227133.00 ,2.42232,317,2838,,,,6149.76,10.251
173640199.00 ,7.7614672,48.04,6515,1.43,1.34,4.25,234.072,10.1277
267527924.00 ,1.8080364,14.37,5354.5,,,,,10.1853
296739893.00 ,5.0987802,9.24,3633,0.55,0.542958,4.80423,33.0231,10.2139
30828562.00 ,3.112361,317,7850,2.04956,2.09,4.08695,184.125,8.1327
83092282.00 ,6.4025281,64.82,7056,1.41,1.42,4.33435,123.297,8.5615
101395259.00 ,7.574675,117.45,6422,1.49,1.34,4.20608,275.377,10.1913
399870368.00 ,2.7443212,317,8730,1.97,2.19,4.19,330.739,9.3371
379929661.00 ,4.786958,317,7668.6,1.91,1.796,4.13,341.263,9.6129
65412605.00 ,4.4010465,317,8489,2.32,2.11,4.03,437.215,9.50712
365781372.00 ,1.13889,317,7852.8,2.79,2.42,4.08,629.834,10.0267
281408474.00 ,3.4076,100.48,6174,1.38,1.179,4.23,178.68,9.65646
293853437.00 ,8.71796076,104.84,9165,2.38236,2.321,4.05,333.379,8.69437
123898871.00 ,4.909394336,317,7210.5,1.69733,1.629,4.11,309.705,9.84786
97158538.00 ,2.595074713,29.67,6852,2.24201,1.483,3.91,233.697,8.783341
349790953.00 ,1.5521101,317,4997.1,12.23,,2.36,1278.41,10.3357
348755723.00 ,4.503645,20.97,3267,1,0.427418,4.438,116.496,13.9036
344926234.00 ,0.49359,3.07,5872,1.02918,1.09,4.43995,92.8368,9.1299
286132427.00 ,0.493379,2.74,5914,1.00635,1.05,4.46485,58.7453,8.1075
146463781.00 ,0.417921,47.31,3278,0.275,0.368528,4.97806,158.67,14.7034
133334108.00 ,2.8579169,6.86,5637,,,4.52053,64.5529,8.9454
78154865.00 ,0.493826,4.14,6030,1.08524,1.12,4.41585,96.6355,8.9225
82362447.00 ,2.819817,317,3601,0.441,0.271062,4.81887,160.84,15.2474
147977348.00 ,5.003775382,317,6442,2.087850094,1.3,3.91,341.997,10.0367
49079670.00 ,1.893494189,10.51,5646,1.04432,1.002,4.4,134.043,9.90377
79292541.00 ,2.278509408,104.8,8550,2.62521,2.13,3.93,472.224,9.4247
432008938.00 ,9.653456,51.79,3359,0.315,0.341657,4.93457,87.7731,13.7006
63303499.00 ,1.927132758,6.13,5952,1.25,,,203.532,10.194
157568289.00 ,1.84051,120.72,5710.5,2.49,1.28,3.6,414.522,10.4091
238197709.00 ,13.72525218,317,6104,1.86397,1.15,3.96,316.643,10.3001
92992033.00 ,4.90765,116.5,4900,5.01,,,553.626,10.2339
78672342.00 ,2.97638,81,6492.5,3.56,1.46,3.57,637.257,10.1347
35582553.00 ,0.935849826,317,6779,2.43259,1.454,3.83,430.622,10.0461
349373192.00 ,0.76983,11.72,8658,,1.8,3.92,402.762,9.7839
72090501.00 ,1.0697877,83.23,8576.7,,,,74.834,9.0185
22221375.00 ,3.9846589,5.22,5903,1.03,1.09,4.44653,45.683,7.3635
33153766.00 ,0.68831,317,6054,3.13,1.08,3.47323,213.947,8.5234
35009898.00 ,1.5275657,6.18,3433,0.43,0.422643,4.89676,57.7553,12.2255
35516889.00 ,0.788839248,317,5568,1.028049946,0.97,4.39267,268.325,11.6044
36734222.00 ,0.813473629,114.79,4400,0.757649004,0.65,4.64555,86.7467,11.1184
48103627.00 ,4.569669803,113.28,6122,1.283059955,1.11,4.283,562.256,12.4399
48476907.00 ,4.7192734,85.44,6521,1.6,1.31,4.22041,212.005,9.5359
48476908.00 ,4.7192771,65.6,5990,1.42,1.2,4.00966,245.318,10.245
53189332.00 ,9.2896818,99.31,6055,1.42,1.24,4.22795,352.181,10.99
53735810.00 ,4.086056935,111.12,6580,1.477409959,1.56,4.0663,500.258,11.248
54085154.00 ,1.0016,5.71,6380,1.26,1.27,4.438,87.2682,8.2046
54962195.00 ,2.598905228,5.86,3719,0.51236099,0.510139,4.76941,64.2308,11.7602
54962195.00 ,4.695567307,6.43,3719,0.51236099,0.510139,4.76941,64.2308,11.7602
54962195.00 ,7.102746661,4.47,3719,0.51236099,0.510139,4.76941,64.2308,11.7602
55092869.00 ,4.73592319,121.01,5370,2.787149906,,3.72765,99.1596,7.3212
73723286.00 ,14.065993,317,6157,1.41729,1.01,4.20407,131.018,9.1116
82128636.00 ,7.476068729,317,6680,2.335109949,1.59,4.20036,237.035,8.8252
101955023.00 ,1.6289322,1.95,3202,0.226407006,0.195794,4.86375,12.613,10.8372
102195674.00 ,4.378730231,317,6159,1.226060033,1.19,4.37691,344.134,11.3425
124573851.00 ,3.9451359,6.89,5581.9,0.99,0.996,4.13,142.867,10.1755
147660201.00 ,0.579398,32.88,5688,0.950534,0.88,4.48774,191.494,11.1557
151681127.00 ,10.1970284,317,7949,1.82,2.13,4.21106,279.74,9.1379
151825527.00 ,3.633573539,22.85,3765,0.544067979,0.539888,4.75169,66.9071,11.6739
151959065.00 ,10.541282,317,6114,1.2818,1.4,4.28439,677.796,11.955
158588995.00 ,1.977163666,22.58,3467,0.421943992,0.416017,4.87946,46.0851,11.8764
169226822.00 ,4.1779929,317,5620,1.35,1.05,4.18582,159.507,9.62959
219187649.00 ,2.150451,110.87,5430,1.00073,0.96,4.41381,758.199,13.4629
280206394.00 ,11.2365977,112.25,6446,1.29,1.18,4.37882,141.812,9.271401
294395926.00 ,11.32986826,10.47,5624,1.057000041,0.99,4.39124,205.847,10.9162
308050066.00 ,11.1755425,317,6655,1.91,1.402,3.9,320.671,9.99028
335499997.00 ,0.433569047,21.23,5967,1.762799978,1.102,3.9495,163.41,8.98207
410450228.00 ,15.77849313,317,7447,1.689800024,1.65,3.79,421.349,10.6845
429304876.00 ,6.8392388,14.11,5085,1.08,0.85,3.92,83.1548,9.2231
437248515.00 ,3.4058883,317,6302,1.27,1.2,4.30907,383.829,11.4553
462162948.00 ,19.8507621,57.68,9488,2.35947,,4.07548,2228.79,9.8532
281731203.00 ,11.6334541,75.59,5287.7,1.73,0.96,3.88,213.283,9.9623
339857675.00 ,3.513776692,10.04,6279.8,1.590070009,1.37,4.26,255.337,9.9362
74534430.00 ,36.29951291,5.54,4253.9,0.617519021,0.66,4.57,42.4467,9.8445
339636032.00 ,6.8787507,11.88,6636,1.98,1.39,3.99,176.054,8.5885
445822015.00 ,1.66402,47.58,4841.3,0.78,0.79,4.71,108.513,10.7014
